0.152	0.1521	0.1521	0.1523	0.1525	0.1535	0.1548	0.1586	0.1658
0.152	0.1521	0.1521	0.1523	0.1525	0.1535	0.1548	0.1586	0.1657
0.152	0.1521	0.1521	0.1523	0.1525	0.1537	0.1548	0.1586	0.166
0.152	0.1521	0.1521	0.1523	0.1525	0.1537	0.1548	0.1587	0.1662
0.1522	0.1523	0.1523	0.1524	0.1526	0.1537	0.155	0.1587	0.1666
0.153	0.1531	0.153	0.1529	0.1529	0.1542	0.1558	0.1593	0.168
0.1541	0.1541	0.1542	0.1543	0.1541	0.1553	0.1566	0.1607	0.1701
0.158	0.158	0.158	0.1576	0.158	0.1584	0.1602	0.1648	0.1757
0.1769	0.1771	0.1765	0.1765	0.175	0.17	0.17	0.1761	0.1911
0.1704	0.1703	0.1703	0.1704	0.1705	0.1728	0.1745	0.1777	0.1811
0.1704	0.1703	0.1703	0.1704	0.1705	0.1728	0.1746	0.1777	0.1813
0.1705	0.1704	0.1704	0.1705	0.1706	0.1728	0.1746	0.1777	0.1813
0.1706	0.1705	0.1705	0.1706	0.1707	0.1729	0.1748	0.178	0.1816
0.171	0.1709	0.1709	0.1709	0.171	0.1734	0.1748	0.1784	0.1813
0.1724	0.1723	0.1725	0.1726	0.1726	0.1748	0.1757	0.1787	0.1827
0.174	0.1739	0.1737	0.1739	0.1735	0.1758	0.1762	0.1797	0.1853
0.1752	0.1752	0.1752	0.1757	0.1749	0.1751	0.1776	0.1821	0.1911
0.1895	0.189	0.1898	0.1892	0.1881	0.1834	0.1796	0.1868	0.1952
0.6775	0.6775	0.6775	0.6772	0.6769	0.6736	0.6706	0.6637	0.6531
0.6775	0.6775	0.6775	0.6772	0.6769	0.6736	0.6705	0.6637	0.653
0.6774	0.6774	0.6774	0.6771	0.6768	0.6734	0.6705	0.6637	0.6527
0.6773	0.6773	0.6773	0.677	0.6767	0.6733	0.6703	0.6633	0.6522
0.6767	0.6767	0.6767	0.6766	0.6763	0.6728	0.6701	0.6629	0.6521
0.6745	0.6745	0.6744	0.6744	0.6744	0.6709	0.6685	0.662	0.6494
0.6718	0.6719	0.672	0.6717	0.6723	0.6689	0.6672	0.6596	0.6446
0.6668	0.6668	0.6668	0.6667	0.6671	0.6665	0.6622	0.6531	0.6331
0.6336	0.6339	0.6337	0.6343	0.6369	0.6466	0.6503	0.6371	0.6136
