0.0649	0.0649	0.0651	0.0652	0.0663	0.0695	0.0758	0.091	0.1177
0.0649	0.0649	0.0651	0.0652	0.0663	0.0695	0.0758	0.091	0.1177
0.0649	0.0649	0.0651	0.0652	0.0663	0.0695	0.0759	0.0911	0.1184
0.0651	0.0651	0.0653	0.0654	0.0665	0.0696	0.0763	0.0919	0.1191
0.0658	0.0658	0.066	0.0662	0.0672	0.0701	0.0769	0.0926	0.1205
0.0679	0.0679	0.0682	0.0683	0.0688	0.0723	0.0796	0.0957	0.1252
0.0735	0.0735	0.0735	0.0739	0.0743	0.0772	0.0854	0.1028	0.1381
0.0864	0.0864	0.0866	0.0874	0.0879	0.087	0.1022	0.1225	0.1686
0.1596	0.1597	0.1593	0.153	0.1477	0.1345	0.1411	0.178	0.2347
0.9351	0.9351	0.9349	0.9348	0.9337	0.9305	0.9242	0.909	0.8823
0.9351	0.9351	0.9349	0.9348	0.9337	0.9305	0.9242	0.909	0.8823
0.9351	0.9351	0.9349	0.9348	0.9337	0.9305	0.9241	0.9089	0.8816
0.9349	0.9349	0.9347	0.9346	0.9335	0.9304	0.9237	0.9081	0.8809
0.9342	0.9342	0.934	0.9338	0.9328	0.9299	0.9231	0.9074	0.8795
0.9321	0.9321	0.9318	0.9317	0.9312	0.9277	0.9204	0.9043	0.8748
0.9265	0.9265	0.9265	0.9261	0.9257	0.9228	0.9146	0.8972	0.8619
0.9136	0.9136	0.9134	0.9126	0.9121	0.913	0.8978	0.8775	0.8314
0.8404	0.8403	0.8407	0.847	0.8523	0.8655	0.8589	0.822	0.7653
